year,environment_authority,region,department,municipality,category,sector,result
2019,CAS,Santanderes,Santander,Barichara,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CAS,Santanderes,Santander,Oiba,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CAS,Santanderes,Santander,Güepsa,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CAS,Santanderes,Santander,Valle de San José,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CAS,Santanderes,Santander,Cerrito,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CAS,Santanderes,Santander,Curití,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CAS,Santanderes,Santander,La belleza,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CAS,Santanderes,Santander,Curití,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CAS,Santanderes,Santander,Charalá,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CDMB,Santanderes,Santander,Bucaramanga,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CDMB,Santanderes,Santander,Bucaramanga,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CDMB,Santanderes,Santander,Girón,Industrial eco-products,Other sustainable green goods and services,Advanced
2019,CDMB,Santanderes,Santander,Bucaramanga,Industrial eco-products,Sustainable construction,Ideal
2019,CDMB,Santanderes,Santander,Charta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CDMB,Santanderes,Santander,California,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CDMB,Santanderes,Santander,Tona,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CDMB,Santanderes,Santander,Piedecuesta,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CDMB,Santanderes,Santander,Piedecuesta,Industrial eco-products,Sustainable construction,Advanced
2019,CDMB,Santanderes,Santander,Bucaramanga,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CDMB,Santanderes,Santander,Bucaramanga,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CDMB,Santanderes,Santander,Piedecuesta,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CDMB,Santanderes,Santander,Matanza,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORALINA,Seaflower,San Andrés y Providencia,Providencia,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CDMB,Santanderes,Santander,Piedecuesta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Istmina,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Medio Baudó,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Bahía solano,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Istmina,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Istmina,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Bahía solano,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,El carmen de atrato,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,El carmen de atrato,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CODECHOCÓ,Pacific,Chocó,Bahía solano,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CODECHOCÓ,Pacific,Chocó,Alto Baudó,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CODECHOCÓ,Pacific,Chocó,El carmen de atrato,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Quibdó,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Bahía solano,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CODECHOCÓ,Pacific,Chocó,Bahía solano,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Industrial eco-products,Waste recovery and valorization,Advanced
2019,CORALINA,Seaflower,San Andrés y Providencia,PROVIDENCIA,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CORALINA,Seaflower,San Andrés y Providencia,PROVIDENCIA,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Sustainable goods and services from natural resources,Sustainable agrosystems,Intermediate
2019,CORALINA,Seaflower,San Andrés y Providencia,San Andrés,Industrial eco-products,Waste recovery and valorization,Intermediate
2019,CORANTIOQUIA,Cofee belt and Antioquia,Antioquia,La Estrella,Industrial eco-products,Waste recovery and valorization,Intermediate
2019,CORANTIOQUIA,Cofee belt and Antioquia,Antioquia,Envigado,Sustainable goods and services from natural resources,Sustainable agrosystems,Advanced
2019,CORMACARENA,NA,Meta,Uribe,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORMACARENA,NA,Meta,El Castillo,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORMACARENA,NA,Meta,Uribe,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORMACARENA,NA,Meta,Mesetas,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORMACARENA,NA,Meta,Villavicencio,Industrial eco-products,Non-conventional renewable energy sources,Advanced
2019,CORMACARENA,NA,Meta,Uribe,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORMACARENA,NA,Meta,Villavicencio,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORMACARENA,NA,Meta,Villavicencio,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CORMACARENA,NA,Meta,Uribe,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Zona Bananera,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORMACARENA,NA,Meta,Villavicencio,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,San Rafael,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Alejandría,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Alejandría,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,San Francisco,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Sonsón,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,San Francisco,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,El Carmen de Viboral,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Industrial eco-products,Non-conventional renewable energy sources,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Sustainable goods and services from natural resources,Restoration businesses,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,El Carmen de Viboral,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Cocorná,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORPAMAG,Caribbean,Magdalena,Ciénaga,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Marinilla,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Alejandría,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,San Rafael,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,El santuario,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Santo Domingo,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORNARE,Cofee belt and Antioquia,Antioquia,El Carmen de Viboral,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORNARE,Cofee belt and Antioquia,Antioquia,Rionegro,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CORPAMAG,Caribbean,Magdalena,Zona Bananera,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Sabanas de San Ángel,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Ciénaga,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Ciénaga,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Ciénaga,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Tenerife,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Pivijay,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Cerro de San Antonio,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORPAMAG,Caribbean,Magdalena,Fundación,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Tenerife,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Ciénaga,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Ciénaga,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,El Banco,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Sitionuevo,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Puebloviejo,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Pivijay,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Concordia,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Puebloviejo,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,El Banco,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,El Banco,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPAMAG,Caribbean,Magdalena,Santa Marta,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOAMAZONÍA,Amazon,Caquetá,Florencia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOAMAZONÍA,Amazon,Amazonas,Leticia,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOAMAZONÍA,Amazon,Caquetá,Florencia,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sogamoso,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Tunja,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Miraflores,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sativanorte,Industrial eco-products,Waste recovery and valorization,Basic
2019,CORPOBOYACÁ,Central,Boyacá,Puerto Boyacá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sogamoso,Industrial eco-products,Sustainable construction,Ideal
2019,CORPOBOYACÁ,Central,Boyacá,Gachantivá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Tunja,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sogamoso,Sustainable goods and services from natural resources,Restoration businesses,Advanced
2019,CORPOBOYACÁ,Central,Boyacá,Pauna,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Siachoque,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Soracá,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Tunja,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Duitama,Industrial eco-products,Non-conventional renewable energy sources,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Tibasosa,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPOBOYACÁ,Central,Boyacá,Arcabuco,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sogamoso,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Gachantivá,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Nobsa,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CORPOBOYACÁ,Central,Boyacá,Tibasosa,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Tibasosa,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Duitama,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Duitama,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Tunja,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sogamoso,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Sogamoso,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Aquitania,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOBOYACÁ,Central,Boyacá,Duitama,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,Pueblo Bello,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOGUAVIO,Central,Cundinamarca,Junín,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORPOCESAR,Caribbean,Cesar,Pueblo bello,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,Pueblo Bello,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Other sustainable green goods and services,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Industrial eco-products,Sustainable construction,Ideal
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,Pueblo Bello,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPOCESAR,Caribbean,Cesar,Valledupar,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOCESAR,Caribbean,Cesar,La Jagua de Ibirico,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORPOCESAR,Caribbean,Cesar,La Jagua de Ibirico,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORPOCHIVOR,Central,Boyacá,Jenesano,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPOCHIVOR,Central,Boyacá,Tibaná,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORPOCHIVOR,Central,Boyacá,Tenza,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOCHIVOR,Central,Boyacá,Sutatenza,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOCHIVOR,Central,Boyacá,Chivor,Sustainable goods and services from natural resources,Biocommerce,Advanced
2019,CORPOCHIVOR,Central,Boyacá,Garagoa,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOCHIVOR,Central,Boyacá,Macanal,Sustainable goods and services from natural resources,Sustainable agrosystems,Advanced
2019,CORPOCHIVOR,Central,Boyacá,Ventaquemada,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOCHIVOR,Central,Boyacá,Viracachá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOCHIVOR,Central,Boyacá,Guayatá,Industrial eco-products,Other sustainable green goods and services,Ideal
2019,CORPOCHIVOR,Central,Boyacá,San Luis de Gaceno,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOCHIVOR,Central,Boyacá,Ramiriquí,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOCHIVOR,Central,Boyacá,Viracachá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Fonseca,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOGUAJIRA,Caribbean,La Guajira,Dibulla,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Uribia,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOGUAJIRA,Caribbean,La Guajira,Riohacha,Industrial eco-products,Waste recovery and valorization,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Uribia,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPOGUAJIRA,Caribbean,La Guajira,Manaure,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPOGUAVIO,Central,Cundinamarca,Ubalá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Fómeque,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Gama,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Medina,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Junín,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Junín,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Fómeque,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Gachetá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Gachetá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Fómeque,Sustainable goods and services from natural resources,Restoration businesses,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Gachalá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Gachetá,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Biocommerce,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Gachetá,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPOGUAVIO,Central,Cundinamarca,Guasca,Sustainable goods and services from natural resources,Sustainable agrosystems,Ideal
2019,CORPONOR,Santanderes,Norte De Santander,Toledo,Sustainable goods and services from natural resources,Sustainable agroindustry,Intermediate
2019,CORPOGUAVIO,Central,Cundinamarca,Fómeque,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOMOJANA,Caribbean,Sucre,San Benito Abad,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPOMOJANA,Caribbean,Sucre,San Marcos,Sustainable goods and services from natural resources,Biocommerce,Ideal
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Sustainable agroindustry,Advanced
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPONARIÑO,Pacific,Nariño,Buesaco,Sustainable goods and services from natural resources,Sustainable agroindustry,Satisfactory
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Waste recovery and valorization,Satisfactory
2019,CORPONARIÑO,Pacific,Nariño,Cumbal,Sustainable goods and services from natural resources,Sustainable agrosystems,Satisfactory
2019,CORPONARIÑO,Pacific,Nariño,Buesaco,Sustainable goods and services from natural resources,Sustainable agrosystems,Advanced
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Sustainable goods and services from natural resources,Sustainable agroindustry,Ideal
2019,CORPONARIÑO,Pacific,Nariño,Pasto,Industrial eco-products,Waste recovery and valorization,Satisfactory
